id,title,url,orig_caption,gen_caption,orig_sentiment,gen_sentiment,object_counts
576,Egypt says Arab leaders have endorsed a counterproposal to Trump's Gaza plan,https://www.hindustantimes.com/world-news/us-news/egypt-says-arab-leaders-have-endorsed-a-counterproposal-to-trump-s-gaza-plan-101741114013630.html,Egypt says Arab leaders have endorsed a counterproposal to Trump's Gaza plan,a group of people walking around a city,"{'label': 'NEGATIVE', 'score': 0.8704846501350403}","{'label': 'POSITIVE', 'score': 0.9978571534156799}","{'person': 12, 'backpack': 1}"
577,Syria interim president seeks pressure on Israel to withdraw from south,https://www.hindustantimes.com/world-news/syria-interim-president-seeks-pressure-on-israel-to-withdraw-from-south-101741116416992.html,Syria interim president seeks pressure on Israel to withdraw from south,"times square, new york, ny","{'label': 'NEGATIVE', 'score': 0.9921682476997375}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
578,Israeli security agency acknowledges failure in preventing October 7 Hamas attack,https://www.hindustantimes.com/world-news/israel-security-agency-acknowledges-failure-in-preventing-october-7-attack-101741116600136.html,"Palestinians walk amid the rubble of buildings in Beit Lahia in the northern Gaza Strip on March 4, 2025, amid the ongoing truce between Israel and Hamas. UN chief Antonio Guterres said he strongly endorsed an Egyptian plan put to Arab leaders at a summit in Cairo on March 4 for Gaza's reconstruction without displacement of its Palestinian inhabitants.(AFP)",a large pile of rubble and debris in a city,"{'label': 'POSITIVE', 'score': 0.9931842684745789}","{'label': 'NEGATIVE', 'score': 0.9985449314117432}","{'person': 1, 'truck': 1, 'boat': 1}"
579,Russia offers to mediate between US and Iran in nuclear program talks,https://www.hindustantimes.com/world-news/us-news/russia-seeks-to-serve-as-mediator-between-us-and-iran-101741121093475.html,US President Donald Trump (L) and Russia's President Vladimir Putin shake hands before attending a joint press conference. (File image)(AFP),trump and putin shake at the end of their meeting,"{'label': 'POSITIVE', 'score': 0.8676409721374512}","{'label': 'POSITIVE', 'score': 0.9942073822021484}","{'person': 2, 'tie': 2}"
580,"Donald Trump speech takeaways: Reciprocal taxes, Ukraine war and more",https://www.hindustantimes.com/world-news/us-news/donald-trump-speech-takeaways-reciprocal-taxes-ukraine-war-and-more-101741151837867.html,US President Donald Trump speaks in the Roosevelt Room of the White House in Washington.(AFP),president trump gestures to the crowd during a news conference,"{'label': 'POSITIVE', 'score': 0.992119312286377}","{'label': 'POSITIVE', 'score': 0.990340530872345}","{'person': 1, 'tie': 2}"
581,Gaza ceasefire deal looks doomed as Israel blockades Strip and bars entry of humanitarian aid,https://www.hindustantimes.com/world-news/gaza-ceasefire-deal-looks-doomed-as-israel-blockades-strip-and-bars-entry-of-humanitarian-aid-101741154622197.html,Gaza ceasefire deal looks doomed as Israel blockades Strip and bars entry of humanitarian aid,travel concept with famous landmarks and famous monuments of the world,"{'label': 'NEGATIVE', 'score': 0.9996627569198608}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
582,Former tank commander takes over as Israel's military chief,https://www.hindustantimes.com/world-news/former-tank-commander-takes-over-as-israel-s-military-chief-101741167458517.html,Former tank commander takes over as Israel's military chief,a group of people walking around a city,"{'label': 'POSITIVE', 'score': 0.9928886294364929}","{'label': 'POSITIVE', 'score': 0.9978571534156799}","{'person': 12, 'backpack': 1}"
583,New Israeli military chief assumes command with Gaza ceasefire in the balance,https://www.hindustantimes.com/world-news/new-israeli-military-chief-assumes-command-with-gaza-ceasefire-in-the-balance-101741173371463.html,New Israeli military chief assumes command with Gaza ceasefire in the balance,"times square, new york, ny","{'label': 'NEGATIVE', 'score': 0.781557559967041}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
584,Israel's settler pressure on West Bank villages stirs annexation fears,https://www.hindustantimes.com/world-news/israels-settler-pressure-on-west-bank-villages-stirs-annexation-fears-101741173372219.html,Israel's settler pressure on West Bank villages stirs annexation fears,"times square, new york, ny","{'label': 'NEGATIVE', 'score': 0.9673171043395996}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
585,"Pakistan: Suicide bombing kills 13 civilians, 5 soldiers during Ramadan",https://www.hindustantimes.com/world-news/pakistan-suicide-bombing-kills-13-civilians-5-soldiers-during-ramadan-101741173853339.html,"Mourners pray during the funeral ceremony of suicide blast victims, a day after the attack in Bannu.(AFP)",a crowd of people gathered in a street,"{'label': 'NEGATIVE', 'score': 0.8996551036834717}","{'label': 'POSITIVE', 'score': 0.9936097860336304}",{'person': 3}
586,"The pope has increased his physical activity and celebrated the start of Lent, Vatican says",https://www.hindustantimes.com/world-news/the-pope-has-increased-his-physical-activity-and-celebrated-the-start-of-lent-vatican-says-101741200051385.html,"The pope has increased his physical activity and celebrated the start of Lent, Vatican says",a street scene with a cafe and a bicycle,"{'label': 'POSITIVE', 'score': 0.9956691265106201}","{'label': 'POSITIVE', 'score': 0.9897415637969971}","{'bicycle': 1, 'person': 3, 'chair': 7, 'dining table': 2}"
587,White House confirms 'ongoing talks and discussions' with Hamas officials amid ceasefire uncertainty,https://www.hindustantimes.com/world-news/us-news/white-house-confirms-ongoing-talks-and-discussions-with-hamas-officials-amid-ceasefire-uncertainty-101741202856191.html,White House confirms 'ongoing talks and discussions' with Hamas officials amid ceasefire uncertainty,travel concept with famous landmarks and famous monuments of the world,"{'label': 'POSITIVE', 'score': 0.9868224859237671}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
588,US confirms direct talks with Hamas as Israel warns not done in Gaza,https://www.hindustantimes.com/world-news/us-news/us-confirms-direct-talks-with-hamas-as-israel-warns-not-done-in-gaza-101741205414225.html,US confirms direct talks with Hamas as Israel warns not done in Gaza,"times square, new york, ny","{'label': 'POSITIVE', 'score': 0.9918049573898315}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
589,"Melania ‘not that much into’ Donald Trump now, fans claim following this demeanour",https://www.hindustantimes.com/world-news/us-news/melania-not-that-much-into-donald-trump-now-fans-claim-following-this-demeanour-101741204931548.html,"US First Lady Melania Trump (2nd R) stands as she is recognized by US President Donald Trump during Trump's address to a joint session of Congress in the House Chamber of the US Capitol in Washington, DC, on March 4, 2025. (Photo by Jim WATSON / AFP)(AFP)",the cast of the show claps as they watch the show,"{'label': 'POSITIVE', 'score': 0.9985482096672058}","{'label': 'POSITIVE', 'score': 0.9805764555931091}",{'person': 8}
591,"New Trump travel ban could bar Afghans, Pakistanis soon, sources say",https://www.hindustantimes.com/world-news/us-news/new-trump-travel-ban-could-bar-afghans-pakistanis-soon-sources-say-101741219460383.html,"New Trump travel ban could bar Afghans, Pakistanis soon, sources say",travel concept with famous landmarks and famous monuments of the world,"{'label': 'NEGATIVE', 'score': 0.9875043034553528}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
592,"Pope Francis recovering, resumes some duties, confirms Vatican",https://www.hindustantimes.com/world-news/pope-francis-recovering-resumes-some-duties-confirms-vatican-101741226559777.html,The Vatican also said that Francis would once again be reconnected to non-invasive mechanical ventilation overnight after it was removed during the day (File)(AFP),a man in a suit and tie,"{'label': 'NEGATIVE', 'score': 0.7315242886543274}","{'label': 'POSITIVE', 'score': 0.9932228326797485}",{'person': 2}
593,'Release hostages or it's OVER for you': Trump's ultimatum to Hamas,https://www.hindustantimes.com/world-news/release-all-hostages-or-else-trumps-final-warning-to-hamas-101741212057679.html,US President Donald Trump issued a final ultimatum to Hamas.(Reuters),a man in a suit and tie raising his fist,"{'label': 'NEGATIVE', 'score': 0.9822407364845276}","{'label': 'POSITIVE', 'score': 0.9502483606338501}","{'tie': 1, 'person': 1}"
595,Trump administration rejects Gaza reconstruction plan proposed by Arab leaders,https://www.hindustantimes.com/world-news/trump-administration-rejects-gaza-reconstruction-plan-proposed-by-arab-leaders-101741244524522.html,The USD 53 billion proposal presented by Arab nations calls for rebuilding Gaza by 2030. (REUTERS),a large city with lots of buildings and buildings,"{'label': 'NEGATIVE', 'score': 0.9455467462539673}","{'label': 'POSITIVE', 'score': 0.9996716976165771}",{}
596,Hamas brushes off Trump's threat and says it will only free hostages in return for a lasting truce,https://www.hindustantimes.com/world-news/us-news/hamas-brushes-off-trump-s-threat-and-says-it-will-only-free-hostages-in-return-for-a-lasting-truce-101741254232676.html,Hamas brushes off Trump's threat and says it will only free hostages in return for a lasting truce,a street scene with a cafe and a bicycle,"{'label': 'NEGATIVE', 'score': 0.990748941898346}","{'label': 'POSITIVE', 'score': 0.9897415637969971}","{'bicycle': 1, 'person': 3, 'chair': 7, 'dining table': 2}"
597,"Pro-Palestine students face crackdown at Columbia University, Donald Trump’s role questioned",https://www.hindustantimes.com/world-news/us-news/propalestine-students-face-crackdown-at-columbia-university-donald-trump-s-role-questioned-101741268647248.html,"Maryam Alwan, who was arrested and suspended after her arrest at the ""Gaza Solidarity Encampment"" in 2024 at New York's Columbia University in 2024 is photographed outside the campus, Wednesday, March 5, 2025. (AP)",a woman walking down a sidewalk with an umbrella,"{'label': 'NEGATIVE', 'score': 0.9857639670372009}","{'label': 'NEGATIVE', 'score': 0.7487635016441345}","{'person': 4, 'handbag': 1, 'umbrella': 1}"
599,Switzerland cancels Geneva Conventions meeting on Palestinian areas,https://www.hindustantimes.com/world-news/switzerland-cancels-geneva-conventions-meeting-on-palestinian-areas-101741286017833.html,Switzerland cancels Geneva Conventions meeting on Palestinian areas,"times square, new york, ny","{'label': 'NEGATIVE', 'score': 0.9986188411712646}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
600,Pope Francis remains so stable that Vatican says next update will be provided Saturday,https://www.hindustantimes.com/world-news/pope-francis-remains-so-stable-that-vatican-says-next-update-will-be-provided-saturday-101741287453409.html,Pope Francis remains so stable that Vatican says next update will be provided Saturday,"times square, new york, ny","{'label': 'NEGATIVE', 'score': 0.9361977577209473}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
601,Syrian forces clash with Assad-linked militants in escalating violence,https://www.hindustantimes.com/world-news/syrian-forces-clash-with-assad-linked-militants-in-escalating-violence-101741287819922.html,Syrian forces clash with Assad-linked militants in escalating violence,travel concept with famous landmarks and famous monuments of the world,"{'label': 'NEGATIVE', 'score': 0.9970312118530273}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
602,Hamas armed wing says still committed to truce with Israel,https://www.hindustantimes.com/world-news/hamas-armed-wing-says-still-committed-to-truce-with-israel-101741288005423.html,Hamas armed wing says still committed to truce with Israel,travel concept with famous landmarks and famous monuments of the world,"{'label': 'NEGATIVE', 'score': 0.8696826100349426}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
603,UN experts say Israel again 'weaponising starvation' in Gaza,https://www.hindustantimes.com/world-news/un-experts-say-israel-again-weaponising-starvation-in-gaza-101741289654175.html,UN experts say Israel again 'weaponising starvation' in Gaza,travel concept with famous landmarks and famous monuments of the world,"{'label': 'NEGATIVE', 'score': 0.9933132529258728}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
604,UNRWA warns Israel's West Bank operation aligns with annexation 'vision',https://www.hindustantimes.com/world-news/unrwa-warns-israel-s-west-bank-operation-aligns-with-annexation-vision-101741299350486.html,UNRWA warns Israel's West Bank operation aligns with annexation 'vision',"times square, new york, ny","{'label': 'NEGATIVE', 'score': 0.9906507730484009}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
605,Hamas says Trump's threats spur Netanyahu to evade Gaza ceasefire deal,https://www.hindustantimes.com/world-news/us-news/hamas-says-trump-s-threats-spur-netanyahu-to-evade-gaza-ceasefire-deal-101741303244271.html,Hamas says Trump's threats spur Netanyahu to evade Gaza ceasefire deal,travel concept with famous landmarks and famous monuments of the world,"{'label': 'NEGATIVE', 'score': 0.9901490211486816}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
